请介绍一下王安石的生平,"王安石（1021年～1079年），字介甫，号半山。
1021年：王安石出生于抚州临川。
1042年：王安石进士及第，随后被任命为淮南节度使掌书记，后历任知县、提点刑狱、转运使等地方官员。
1058年：王安石向仁宗皇帝上万言书，主张改革政治。
1067年：神宗即位，任命王安石为参知政事，开始推行新法。
1069年：王安石被任命为同中书门下平章事，全面负责推行新法。
1070年：王安石颁布“青苗法”，规定将常平仓、广惠仓的储粮折算为本钱，以百分之二十的年利率贷给农民，以缓和农村的贫苦。
1071年：王安石推行“市易法”，设立市易务，平价收购市上滞销的货物，市场短缺时再卖出。
1072年：王安石颁布“方田均税法”，重新丈量天下田地，以确定其应缴纳的税额。
1073年：王安石推行“均输法”，调节各地物资供需关系，抑制兼并。
1074年：因新法推行受到部分官员和百姓的反对，王安石被迫辞去宰相职务，出知江宁府。
1075年：王安石重回朝廷，继续推行新法。
1076年：王安石长子去世，他深感悲痛，再次请求辞去宰相职务。
1077年：王安石被任命为镇南节度使判官、集禧观提举等闲职。
1078年：王安石颁布“保甲法”，规定十家为一保，五保为一大保，十大保为一都保。
1079年：王安石因病去世。
王安石潜心研究经学，创“荆公新学”，促进宋代疑经变古学风的形成。他的散文雄健峭拔，名列“唐宋八大家”之一。"
请介绍一下欧阳修的生平,"欧阳修（1007年～1072年），字永叔，号醉翁、六一居士。
1007年：欧阳修出生于绵州（今四川绵阳），籍贯吉州庐陵永丰（今江西省吉安市永丰县）
1023年：欧阳修随父母迁居随州（今湖北随州）。
1033年：欧阳修四岁，父亲去世，由其叔父收养。
1034年：以病辞官，于唐昌铜山书院攻书，半年始出。
1035年：乡试中举。
1036年：中进士甲科第十四名。
1037年：被任为西京（今洛阳）留守推官，从此开始了他真正的仕宦生涯。
1040年：在洛阳编撰名臣事迹会编及十国春秋五代史记。
1043年：欧阳修回朝任馆阁校勘，编修崇文总目，后知谏院。
1044年：因与王拱辰等争讼编校崇文总目失实，贬为峡州夷陵（今湖北宜昌）县令。
1045年：出知滁州。
1046年：智推元祐党人，上书替胡宗愈辩解。
1047年：梅尧臣逝世，欧阳修作诗悼念。
1048年：转任扬州太守。此后不断上书、编史、与庆历改革诸人往来甚密，积极参与范仲淹、韩琦、富弼等人推行的庆历改革，最终促成朋党之争，被迫离京。
1052年：奉命编纂《五代史记》（即《新五代史》）。
1054年：回朝任职。
1058年：六月，转任颍州太守。七月二十三日，病逝于家，享年六十六岁。
欧阳修是北宋诗文革新运动的领袖，为文以韩愈为宗，大力反对浮靡的时文，以文章负一代盛名，名列“唐宋八大家”和“千古文章四大家”中。"
请介绍一下韦应物的生平,"韦应物（737年～792年），字义博。
737年：韦应物出生于京兆长安（今陕西省西安市）。
756年：韦应物开始作诗。
765年：韦应物开始从军，历任诸卫府和地方官员。
768年：韦应物任洛阳丞，开始参与政治活动。
770年：韦应物因病辞官，回到家乡休养。
771年：韦应物开始隐居，专注于诗歌创作。
773年：韦应物重返官场，任太子左司郎中。
775年：韦应物在洛阳去世，享年五十六岁。
韦应物是唐代著名诗人，以山水田园诗著称。"
请介绍一下温庭筠的生平,"温庭筠（812年～870年），字飞卿。
812年：温庭筠出生。
816年：开始学习作诗。
828年：赴京应举，落第。
830年：再次赴京应举，再次落第。
832年：第三次赴京应举，再次落第。
835年：在长安结识李商隐，相互唱和。
837年：第四次赴京应举，中进士。
838年：因言行放荡被撵出京师。
840年：在京任职，因得罪宰相被贬为隋县尉。
844年：再次被贬为方城尉。
846年：退居鄠县，整理父亲遗留的文稿。
847年：与李商隐一起撰写《令狐相公酬唱集》。
850年：在长安任职，与李商隐共同编纂《唐故平阳寺君妻郑氏墓志铭》。
852年：撰写《感旧陈情五十韵献淮南节度使李公》，哀悼宪宗朝宰相李绛。
855年：撰写《采莲曲》、《望江南》等诗篇。
857年：参与校注《南岳总胜集》，撰写《岳庙送韦牧宣州节度使》等诗篇。
860年：在宣州任职。
862年：与元稹、刘禹锡等人共同创作《元和乙未岁秋分后小雪》等诗篇。
865年：在梓州任职，期间创作《送梓州李使君之任》等诗篇。
867年：撰写《望江南》、《河传》等诗篇。
869年：参与编纂《北里志》，撰写《赠知音》等诗篇。
870年：温庭筠逝世。
温庭筠精通音律、工诗，与李商隐齐名，时称“温李”；其词艺术成就在晚唐诸词人之上，为“花间派”重要词人，对词的发展影响较大。"
请介绍一下王昌龄的生平,"王昌龄（698年～757年），字少伯。
698年：王昌龄出生在山西太原的一个贫寒家庭。他的童年生活虽然艰苦，但他自幼聪颖好学，展现出了非凡的才华。
725年：王昌龄离开家乡，开始游历各地，与文人墨客交流，增长了见识。
726年：他赴洛阳赴考进士，但由于不屑于权贵的贿赂，被诬陷入狱。
727年：王昌龄出狱后，赴长安参加科举考试，获得进士及第。此后，他历任秘书省校书郎、江宁县丞等职。
733年：王昌龄在江宁县任职期间，写下了许多脍炙人口的诗篇，其中《长恨歌》被誉为千古绝唱。
736年：王昌龄被贬为龙标县尉，但他的诗才并未因此受阻，反而在逆境中更加出色。
742年：唐玄宗召他进宫，担任文学艺术顾问，这是他一生中的最高职位。
757年：王昌龄在安史之乱中被杀，享年约60岁。他的离世令众多文人墨客深感痛惜。
王昌龄其诗境雄浑开阔，自成一格。他的边塞诗，慷慨豪迈，气势雄浑，格调高昂，有“诗家夫子王江宁”之誉，又被后人誉为“七绝圣手”。"
请介绍一下杨万里的生平,"杨万里（1127年～1206年），字廷秀，号诚斋。
1127年：出生。
1162年：杨万里35岁，在温州任上考中进士。
1175年：杨万里与陆游、范成大相识，相互间经常诗词唱和，从此开始了他们的创作生涯。
1188年：杨万里在乡里创建了“诚斋诗社”，为当时诗坛所推崇。
1206年：去世。
杨万里是南宋大臣，著名文学家、爱国诗人，与陆游、尤袤、范成大并称“南宋四大家”、“中兴四大诗人”。"
请介绍一下诸葛亮的生平,"诸葛亮（181年～234年），字孔明，号卧龙。
181年：诸葛亮出生在琅琊郡阳都县的一个官吏之家。
207年：刘备三顾茅庐请诸葛亮出山，诸葛亮发表了著名的《隆中对》，提出了先取荆州为家，再取益州成鼎足之势，继而图取中原的战略构想。
208年：诸葛亮促成孙刘联盟，亲自前往东吴说服孙权，在赤壁之战中取得胜利，帮助刘备夺取荆州。
209年：刘备取益州后，诸葛亮被封为军师中郎将，辅佐刘备巩固蜀汉政权。
214年：诸葛亮被任命为益州牧，辅佐刘备处理蜀汉政务。
221年：刘备称帝建立蜀汉，诸葛亮被封为丞相。
223年：刘备病逝后，诸葛亮成为托孤重臣，辅佐刘禅治理蜀汉。
225年：诸葛亮亲自南征，平定了南方的孟获叛乱。
226年：曹魏皇帝曹丕去世后，诸葛亮认为这是北伐的好机会，于是开始筹划北伐。
228年：诸葛亮先后进行了五次北伐，虽然取得了一些胜利，但最终未能成功实现统一天下的目标。
234年：诸葛亮病逝于五丈原，享年54岁。
诸葛亮是中国古代杰出的政治家、军事家、发明家、文学家。"
请介绍一下范仲淹的生平,"范仲淹（989年～1052年），字希文。
989年：范仲淹出生于苏州吴县。
1015年：范仲淹考中进士，开始步入仕途。
1027年：范仲淹因反对宋仁宗削减福利而被贬为河中府通判。
1033年：范仲淹因批评宰相吕夷简而遭贬为饶州知州。
1038年：范仲淹被召回京，任枢密副使，主持庆历新政，推行改革。
1043年：范仲淹与富弼等人主持“庆历新政”，推行了一系列改革措施，旨在加强国防、整顿吏治和改革科举制度。
1045年：庆历新政失败，范仲淹被贬至邠州任知州。
1052年：范仲淹逝世于徐州，享年六十四岁。
范仲淹文武兼备、智谋过人，他倡导的“先天下之忧而忧，后天下之乐而乐”思想和仁人志士节操，对后世影响深远。"
请介绍一下晏几道的生平,"晏几道（1038年～1110年），字叔原，号小山。
1057年：晏殊去世后，晏几道作为家中长子，加上缺乏经济来源，使得家中的生活迅速变得困顿起来。
1069年：宋神宗继位，起用王安石为参知政事，推行新法。晏几道由于不愿追随新法，在新政推行时受到了打压，使其在之后的数年间仕途不顺。
1077年：晏几道的词集《小山词》问世，这成为了他在文学创作上的主要作品。
1085年：宋哲宗继位后，新法被废除，旧党上台。晏几道由于曾经与旧党成员范纯仁、苏轼等人交往过密，被召回京师任秘书监。
1093年：晏几道在家中去世，享年74岁。
晏几道是北宋词坛写小令“第一人”，他的作品《小山词》是中国文学史上的重要遗产。"
请介绍一下马致远的生平,"马致远（约1250年～1331年），号东篱。
1250年：马致远出生，他是元朝的一位著名戏曲作家和诗人。
1276年：元朝攻占南宋都城临安，实现了中国的统一。
1280年：马致远创作出他的著名戏曲作品，如《汉宫秋》、《青衫泪》等，这些作品在当时广受欢迎。
1307年：马致远被任命为江浙省务提举。
1314年：马致远辞去官职，专注于文学创作。
1328年：马致远创作出他的代表作《天净沙·秋思》，这首小令被誉为“秋思之祖”。
1331年：马致远去世。
马致远是元代戏曲作家、散曲家、散文家。与关汉卿、郑光祖、白朴并称“元曲四大家”。"
请介绍一下张九龄的生平,"张九龄（673年～740年），字子寿。
673年：张九龄出生于韶州曲江。
705年：张九龄考中进士，开始进入官场。
710年：张九龄在长安任职，开始了他的政治生涯。
720年：张九龄因政绩卓著，被任命为中书令，成为宰相。
728年：张九龄因反对唐玄宗的奢侈政策而被罢免宰相。
736年：张九龄被重新任命为荆州长史，致力于地方治理。
740年：张九龄在韶州曲江去世，享年68岁。
张九龄才思敏捷，文章高雅，诗意超逸，是盛唐前期重要诗人，其五言古诗在唐诗发展中有很高的地位和巨大的影响。"
请介绍一下黄庭坚的生平,"黄庭坚（1045年～1105年），字鲁直，号山谷道人。
1045年：黄庭坚出生于宋仁宗庆历五年，其故乡为江西修水。
1067年：黄庭坚中进士，开始进入官场。
1079年：因“乌台诗案”被贬至涪州别驾、黔州安置。这段时间，黄庭坚致力于书法创作，他的书法风格逐渐成熟。
1088年：黄庭坚被调往戎州，在这里他写下了许多描写当地风土人情的诗作。
1094年：宋哲宗亲政，黄庭坚因与苏轼关系密切而受牵连，被贬至宜州。
1100年，宋徽宗即位，黄庭坚被召回京师，任秘书监。
1103年，黄庭坚被封为龙图阁大学士。
1104年，黄庭坚被任命为太平州知州，但不久后又被贬至更远的睦州。
1105年，黄庭坚在睦州去世。
黄庭坚是中国北宋时期著名的诗人、书法家。他的诗文风格独特，自成一家，被尊为“江西诗派”的开山鼻祖。"
请介绍一下司马迁的生平,"司马迁（公元前145年～公元前49年），字子长。
公元前145年：司马迁出生在龙门，他是西汉时期的一位史学家和文学家。
公元前106年：司马迁开始担任太史令，负责记录历史和整理文献。
公元前91年：司马迁开始编写《史记》，这是中国第一部纪传体通史，记载了从黄帝到汉武帝时期的历史。
公元前87年：汉武帝去世，司马迁被任命为中书令，负责起草诏令和传达皇帝的旨意。
公元前81年：司马迁因替李陵辩护而被处以宫刑，失去了男性生殖器官。
公元前74年：汉昭帝即位，司马迁被赦免并恢复名誉。
公元前66年：汉宣帝即位，司马迁被任命为太史令，继续编写《史记》。
公元前55年：司马迁完成了《史记》的撰写工作，该书成为中国历史上最重要的历史文献之一。
公元前49年：司马迁去世，享年约50多岁。
司马迁写成“究天人之际，通古今之变，成一家之言”的《史记》，是中国第一部纪传体通史，影响极为深远。"
请介绍一下文天祥的生平,"文天祥（1236年～1283年），字宋瑞，号文山。
1236年：文天祥出生于吉州庐陵（今江西吉安）一个书香门第之家。
1256年：文天祥考中状元。
1274年：文天祥在德佑元年（1274年）奉命出使元军大营，试图说服元军统帅伯颜，但被扣留。
1276年：文天祥在五坡岭被俘，元将劝他写信招降张世杰，文天祥拒绝，写下《过零丁洋》以明志。
1277年：文天祥被押解到北京，元世祖忽必烈亲自劝降，但文天祥依旧拒绝，被关入大牢。
1278年：文天祥在狱中写下了《正气歌》，表达了他对正义和气节的坚守。
1283年：文天祥被处决，临刑前他高呼“人生自古谁无死，留取丹心照汗青”，从容就义。
文天祥多有忠愤慷慨之文，其诗风至德祐年间后一变，气势豪放。他在《过零丁洋》中所作的“人生自古谁无死，留取丹心照汗青”，气势磅礴，情调高亢，激励了后世众多为理想而奋斗的仁人志士。"
请介绍一下陈子昂的生平,"陈子昂（659年～700年），字伯玉。
659年：陈子昂出生于梓州射洪。
678年：陈子昂入长安，入长安国子监学习。
682年：陈子昂科举中进士，任麟台正字。
684年：因故被降职回乡。
687年：再度入京，任右卫胄曹参军。
690年：因父丧辞官回乡，后受武则天召见，官拜麟台正字，后升为右拾遗。
693年：陈子昂因多次上书进谏，触怒武则天，被降职为军曹。
695年：陈子昂受武则天信任，再度升为秘书省著作郎。
696年：陈子昂随武攸宜北征契丹，因建议不被采纳而愤然离开军营。
697年：陈子昂再度被召回京，升为右补阙。
698年：陈子昂在朝堂上再次进谏，触怒武则天，被贬为梓州刺史。
700年：陈子昂因病辞官回乡，不久后逝世。
陈子昂是唐代文学家，初唐诗文革新人物之一，有“诗骨”之称。"
请介绍一下纳兰性德的生平,"纳兰性德（1655年～1685年），字容若，号楞伽山人。
1655年：纳兰性德出生在叶赫那拉家族，是明珠的长子。
1666年：纳兰性德开始学习书法和经书。
1671年：纳兰性德赴京参加殿试，获二甲第七名，被康熙帝授予三等侍卫的官职，后晋升为一等侍卫。
1676年：纳兰性德随康熙帝巡视北塞，负责保护皇帝安全。
1681年：纳兰性德因病离世，享年27岁。
“纳兰词”的题材主要集中在爱情友谊、边塞江南、咏物咏史及杂感等方面，尤以逼真传神的写景著称，风格清丽婉约、格高韵远，独具特色，他被近代学者王国维誉为“北宋以来，一人而已”。"
请介绍一下龚自珍的生平,"龚自珍（1792年～1841年），字璱人，号定盦。
1792年：龚自珍出生于浙江仁和的一个官宦家庭。
1800年：开始接受启蒙教育。
1808年：中秀才，开始学习经世致用之学。
1813年：赴北京应顺天乡试，未中。
1815年：再次应顺天乡试，仍未中。
1818年：终于考中举人。
1823年：参加进士考试，因对策语惊世骇俗而被除名。
1825年：应江苏巡抚之聘，到苏州、上海任幕僚。
1829年：第六次参加进士考试，终于考中进士。
1830年：任内阁中书，开始关注国家大事，并撰写《明良论》等文章抨击时弊。
1833年：因不满朝政腐败，辞去内阁中书之职。
1834年：撰写《乙丙之际著议第七》等文章，呼吁改革。
1835年：在《病梅馆记》中抨击对人才的束缚和摧残。
1837年：与魏源一起提出“师夷长技以制夷”的思想，主张学习西方先进技术以振兴中华。
1839年：向朝廷上《己亥杂诗》，请求改革时弊。
1840年：在《送钦差大臣侯官林公序》中表达对鸦片战争的担忧和对国家前途的关切。
1841年：在上海病逝，享年49岁。
龚自珍是清朝末期著名的思想家、文学家、诗人和改革家。"
请介绍一下骆宾王的生平,"骆宾王（619年～687年），字观光，又称骆临海。
619年：骆宾王出生于一个书香门第，自幼聪慧好学。
630年：他开始接受正式教育，学习经史、诗词等。
633年：骆宾王通过科举考试，成为进士。
634年：他担任了官职，开始步入政界。
638年：骆宾王因上疏奏事触怒了皇帝，被贬为四川通州县丞。
641年：他辞去官职，开始致力于文学创作，并游历各地，增长见闻。
643年：骆宾王回到长安，重新担任官职。
645年：他因病辞职，回到家乡，继续文学创作。
648年：骆宾王完成了一部重要的文学作品《唐诗别裁集》。
650年：他再次担任官职，但不久又辞职回到家乡。
653年：骆宾王参与平定了一场叛乱，表现出色，受到朝廷的嘉奖。
655年：他被任命为四川雅安县令。
658年：骆宾王因病辞官，回到家乡。
661年：他完成了一部重要的文学作品《骆临海集》。
664年：骆宾王再次担任官职，但不久又辞职。
667年：他前往长安，但因病未能入京。
670年：骆宾王在长安去世，享年52岁。
骆宾王与王勃、杨炯、卢照邻以文词齐名海内，史称“初唐四杰”。"
请介绍一下骆宾王的生平,"韦庄（约836年-910年），字端己。
880年：韦庄在长安应举，但适逢黄巢起义军攻占长安，未能逃脱。
882年：春，韦庄逃往洛阳。
883年：韦庄作《秦妇吟》。后前往润州，在镇海军节度使周宝幕中任职。
885年：僖宗还京后，韦庄因李克用逼迫离京，前往凤翔、兴元，中途折返，后在婺州一带客居。
893年：韦庄入京应试，但未中第。
894年：韦庄再次应试并中第，任校书郎，已年近六十。
898年：韦庄奉诏随谏议大夫李询入蜀宣谕，得识王建。
900年：韦庄的创作生涯主要转向词，无诗作留存。
901年：韦庄应聘为西蜀掌书记，自此在蜀达十年，其大部分词作于这一时期。
910年：八月，韦庄在成都花林坊逝世，享年七十五岁，谥号“文靖”。
韦庄是唐末五代时期的著名诗人和词人，他的词作情感真挚，语言优美，受到了后人的广泛赞誉。韦庄在政治和文学方面都有着卓越的成就，他的一生充满了坚韧和执着的精神，为后人留下了宝贵的文化遗产。"
